title,actor1,actor1_fb,actor2,actor2_fb,actor3,actor3_fb
Hannibal Rising,Li Gong,879.0,Stephen Walters,184.0,Richard Brake,163.0
The Story of Us,Bruce Willis,13000.0,Tim Matheson,559.0,Rita Wilson,323.0
The Host,J.D. Evermore,430.0,Chandler Canterbury,329.0,Rachel Roberts,201.0
Basic,Connie Nielsen,933.0,Harry Connick Jr.,631.0,Tim Daly,511.0
Blood Work,Clint Eastwood,16000.0,Anjelica Huston,1000.0,Rick Hoffman,581.0
The International,Naomi Watts,6000.0,Brían F. O'Byrne,450.0,Armin Mueller-Stahl,294.0
Escape from L.A.,Steve Buscemi,12000.0,Valeria Golino,898.0,Michelle Forbes,764.0
Twisted,Grey Damon,629.0,Brittany Curran,512.0,Aaron Hill,398.0
The Iron Giant,Vin Diesel,14000.0,Harry Connick Jr.,631.0,M. Emmet Walsh,521.0
The Life Aquatic with Steve Zissou,Bill Murray,13000.0,Anjelica Huston,1000.0,Matthew Gray Gubler,639.0
Free State of Jones,Matthew McConaughey,11000.0,Donald Watkins,552.0,Jessica Collins,303.0
The Life of David Gale,Kevin Spacey,18000.0,Kate Winslet,14000.0,Matt Craven,256.0
Man of the House,Christina Milian,1000.0,Vanessa Ferlito,923.0,Kelli Garner,730.0
Run All Night,Liam Neeson,14000.0,Common,988.0,Bruce McGill,655.0
Eastern Promises,Viggo Mortensen,10000.0,Naomi Watts,6000.0,Raza Jaffrey,509.0
Into the Blue,Paul Walker,23000.0,James Frain,1000.0,Ashley Scott,795.0
The Messenger: The Story of Joan of Arc,Paul Brooke,51.0,David Bailie,40.0,Rab Affleck,15.0
Your Highness,Natalie Portman,20000.0,Zooey Deschanel,11000.0,James Franco,11000.0
Dream House,Naomi Watts,6000.0,Gregory Smith,694.0,Sarah Gadon,692.0
Mad City,Mia Kirshner,972.0,Blythe Danner,713.0,William Atherton,317.0
Baby's Day Out,Joe Mantegna,1000.0,Lara Flynn Boyle,619.0,Cynthia Nixon,479.0
The Scarlet Letter,Gary Oldman,10000.0,Robert Duvall,3000.0,Demi Moore,2000.0
Fair Game,Naomi Watts,6000.0,Ty Burrell,3000.0,Brooke Smith,405.0
Defiance,Julie Benz,3000.0,Tony Curran,845.0,Grant Bowler,600.0
Domino,Ian Ziering,984.0,Mo'Nique,940.0,Edgar Ramírez,897.0
Jade,Michael Biehn,2000.0,Chazz Palminteri,979.0,Linda Fiorentino,602.0
Gamer,Gerard Butler,18000.0,Logan Lerman,8000.0,Alison Lohman,1000.0
Beautiful Creatures,Alden Ehrenreich,1000.0,Zoey Deutch,852.0,Pruitt Taylor Vince,592.0
Death to Smoochy,Robin Williams,49000.0,Vincent Schiavelli,811.0,Danny Woodburn,809.0
Zoolander 2,Milla Jovovich,14000.0,Will Ferrell,8000.0,Justin Theroux,1000.0
The Big Bounce,Morgan Freeman,11000.0,Andrew Wilson,387.0,Willie Nelson,338.0
What Planet Are You From?,Judy Greer,2000.0,Linda Fiorentino,602.0,Garry Shandling,591.0
Drive Angry,Nicolas Cage,12000.0,Billy Burke,2000.0,Katy Mixon,982.0
Street Fighter: The Legend of Chun-Li,Chris Klein,841.0,Robin Shou,342.0,Josie Ho,77.0
The One,Jason Statham,26000.0,Jet Li,5000.0,Delroy Lindo,848.0
Outlander,Tobias Menzies,1000.0,Graham McTavish,531.0,Stephen Walters,184.0
The Adventures of Ford Fairlane,Lauren Holly,879.0,Gilbert Gottfried,560.0,David Patrick Kelly,380.0
Pirate Radio,Philip Seymour Hoffman,22000.0,Charlie Rowe,882.0,Tom Sturridge,830.0
Traffic,Michael O'Neill,599.0,Jacob Vargas,399.0,James Lew,215.0
Indiana Jones and the Last Crusade,Harrison Ford,11000.0,Julian Glover,844.0,Alison Doody,440.0
Anna Karenina,Kelly Macdonald,2000.0,Guro Nagelhus Schia,35.0,Matthew Macfadyen,0.0
Chappie,Hugh Jackman,20000.0,Sharlto Copley,2000.0,Jose Pablo Cantillo,502.0
The Bone Collector,Denzel Washington,18000.0,Angelina Jolie Pitt,11000.0,Leland Orser,308.0
Panic Room,Kristen Stewart,17000.0,Dwight Yoakam,324.0,Mel Rodriguez,237.0
The Tooth Fairy,P.J. Soles,598.0,Lochlyn Munro,555.0,Steve Bacic,235.0
Three Kings,Judy Greer,2000.0,Jamie Kennedy,490.0,Mykelti Williamson,393.0
Child 44,Tom Hardy,27000.0,Fares Fares,254.0,Michael Nardone,194.0
Rat Race,Corinna Harney,779.0,Douglas Haase,629.0,Vince Vieluf,261.0
K-PAX,Kevin Spacey,18000.0,Jeff Bridges,12000.0,Alfre Woodard,1000.0
Kate & Leopold,Hugh Jackman,20000.0,Natasha Lyonne,1000.0,Bradley Whitford,821.0
Bedazzled,Brendan Fraser,3000.0,Frances O'Connor,575.0,Brian Doyle-Murray,484.0
The Cotton Club,Nicolas Cage,12000.0,Bob Hoskins,5000.0,Fred Gwynne,886.0
3:10 to Yuma,Christian Bale,23000.0,Logan Lerman,8000.0,Gretchen Mol,600.0
Taken 3,Liam Neeson,14000.0,Dougray Scott,794.0,Jon Gries,482.0
Out of Sight,Don Cheadle,3000.0,Albert Brooks,745.0,Keith Hudson,23.0
The Cable Guy,Matthew Broderick,2000.0,Janeane Garofalo,1000.0,Andy Dick,302.0
Earth,Nandita Das,113.0,Gulshan Grover,102.0,Eric Peterson,59.0
Dick Tracy,Charlie Korsmo,678.0,Warren Beatty,631.0,Seymour Cassel,327.0
The Thomas Crown Affair,Mark Margolis,1000.0,Faye Dunaway,977.0,Denis Leary,835.0
Riding in Cars with Boys,Rosie Perez,919.0,Adam Garcia,811.0,Alissa Dean,807.0
First Blood,Sylvester Stallone,13000.0,Brian Dennehy,954.0,Chris Mulkey,535.0
Solaris,Donatas Banionis,29.0,Anatoliy Solonitsyn,29.0,Natalya Bondarchuk,12.0
Happily N'Ever After,Sarah Michelle Gellar,4000.0,George Carlin,769.0,Rob Paulsen,677.0
Mary Reilly,Julia Roberts,8000.0,Bronagh Gallagher,115.0,George Cole,77.0
My Best Friend's Wedding,Julia Roberts,8000.0,Christopher Masterson,1000.0,Rupert Everett,692.0
America's Sweethearts,Julia Roberts,8000.0,Rainn Wilson,973.0,Larry King,135.0
Insomnia,Al Pacino,14000.0,Maura Tierney,509.0,Crystal Lowe,319.0
Star Trek: First Contact,LeVar Burton,1000.0,Alfre Woodard,1000.0,Jonathan Frakes,906.0
Jonah Hex,Michael Fassbender,13000.0,Billy Blair,541.0,Julia Jones,364.0
Courage Under Fire,Denzel Washington,18000.0,Matt Damon,13000.0,Scott Glenn,826.0
Liar Liar,Maura Tierney,509.0,Swoosie Kurtz,418.0,Randall 'Tex' Cobb,255.0
The Infiltrator,Joseph Gilgun,788.0,Amy Ryan,423.0,Olympia Dukakis,345.0
Inchon,Laurence Olivier,1000.0,Ben Gazzara,623.0,Jacqueline Bisset,522.0
The Flintstones,Jonathan Winters,924.0,Elizabeth Perkins,664.0,Harvey Korman,628.0
Taken 2,Liam Neeson,14000.0,Luke Grimes,935.0,D.B. Sweeney,558.0
Scary Movie 3,Regina Hall,807.0,Pamela Anderson,780.0,Jenny McCarthy,750.0
Miss Congeniality,Candice Bergen,545.0,Wendy Raquel Robinson,337.0,Heather Burns,213.0
Journey to the Center of the Earth,Josh Hutcherson,14000.0,Brendan Fraser,3000.0,Anita Briem,311.0
The Princess Diaries 2: Royal Engagement,Anne Hathaway,11000.0,Raven-Symoné,1000.0,Hector Elizondo,995.0
The Pelican Brief,Denzel Washington,18000.0,Julia Roberts,8000.0,Tony Goldwyn,956.0
The Client,Bradley Whitford,821.0,Anthony LaPaglia,577.0,Brad Renfro,551.0
The Bucket List,Morgan Freeman,11000.0,Noel Gugliemi,2000.0,Sean Hayes,760.0
Patriot Games,Harrison Ford,11000.0,Polly Walker,530.0,Patrick Bergin,308.0
Monster-in-Law,Adam Scott,3000.0,Jane Fonda,949.0,Elaine Stritch,586.0
Prisoners,Hugh Jackman,20000.0,Jake Gyllenhaal,15000.0,Dylan Minnette,1000.0
Training Day,Denzel Washington,18000.0,Snoop Dogg,881.0,Tom Berenger,854.0
Galaxy Quest,Alan Rickman,25000.0,Enrico Colantoni,724.0,Robin Sachs,436.0
Scary Movie 2,Natasha Lyonne,1000.0,Veronica Cartwright,422.0,Andy Richter,179.0
The Muppets,Bill Cobbs,970.0,Eric Jacobson,91.0,Steve Whitmire,84.0
Blade,Sanaa Lathan,886.0,Traci Lords,650.0,Udo Kier,595.0
Coach Carter,Channing Tatum,17000.0,Rick Gonzalez,807.0,Robert Ri'chard,730.0
Changing Lanes,Sydney Pollack,521.0,Matt Malloy,108.0,Bruce Altman,67.0
Anaconda,Frank Welker,2000.0,Eric Stoltz,902.0,Kari Wuhrer,514.0
Coyote Ugly,Adam Garcia,811.0,Tyra Banks,625.0,Izabella Miko,560.0
Love Actually,Colin Firth,14000.0,Liam Neeson,14000.0,Kris Marshall,548.0
A Bug's Life,Kevin Spacey,18000.0,Madeline Kahn,1000.0,John Ratzenberger,1000.0
From Hell,Johnny Depp,40000.0,Jason Flemyng,1000.0,Ian Richardson,140.0
The Specialist,Sylvester Stallone,13000.0,Rod Steiger,279.0,Emilio Estefan Jr.,20.0
Tin Cup,Don Johnson,982.0,Cheech Marin,843.0,Rene Russo,808.0
"Yours, Mine and Ours",Lucille Ball,6000.0,Tom Bosley,584.0,Tim Matheson,559.0
Kicking & Screaming,Josh Hutcherson,14000.0,Will Ferrell,8000.0,Robert Duvall,3000.0
The Hitchhiker's Guide to the Galaxy,Zooey Deschanel,11000.0,Kelly Macdonald,2000.0,Thomas Lennon,651.0
Fat Albert,Dania Ramirez,1000.0,Nick Zano,641.0,Alice Greczyn,631.0
Resident Evil: Extinction,Milla Jovovich,14000.0,Mike Epps,706.0,James Tumminia,443.0
Blended,Bella Thorne,35000.0,Adam Sandler,11000.0,Joel McHale,734.0
Last Holiday,LL Cool J,1000.0,Alicia Witt,976.0,Timothy Hutton,501.0
The River Wild,Meryl Streep,11000.0,Glenn Morshower,894.0,William Lucking,132.0
The Indian in the Cupboard,Steve Coogan,1000.0,Vincent Kartheiser,845.0,David Keith,563.0
Savages,Demián Bichir,749.0,Shea Whigham,463.0,Gary Stretch,404.0
Cellular,Richard Burgi,550.0,Valerie Cruz,216.0,Will Beinbrink,167.0
Johnny English,Kevin McNally,427.0,Natalie Imbruglia,304.0,Ben Miller,252.0
The Ant Bully,Nicolas Cage,12000.0,Meryl Streep,11000.0,Julia Roberts,8000.0
Dune,Virginia Madsen,913.0,Jürgen Prochnow,362.0,José Ferrer,202.0
Across the Universe,Jim Sturgess,5000.0,T.V. Carpio,117.0,Robert Clohessy,107.0
Revolutionary Road,Leonardo DiCaprio,29000.0,Kate Winslet,14000.0,Joe Komara,10000.0
16 Blocks,Bruce Willis,13000.0,David Zayas,929.0,Sasha Roiz,795.0
Babylon A.D.,Vin Diesel,14000.0,Charlotte Rampling,844.0,David Belle,510.0
The Glimmer Man,Alexa PenaVega,2000.0,Bob Gunton,461.0,Keenen Ivory Wayans,322.0
Multiplicity,John de Lancie,905.0,Brian Doyle-Murray,484.0,Obba Babatundé,451.0
Aliens in the Attic,Malese Jow,1000.0,Carter Jenkins,701.0,Tim Meadows,553.0
The Pledge,Costas Mandylor,723.0,Adrien Dorval,44.0,Nels Lennarson,19.0
The Producers,Jon Lovitz,11000.0,Will Ferrell,8000.0,Matthew Broderick,2000.0
The Phantom,Cary-Hiroyuki Tagawa,1000.0,Treat Williams,642.0,Kristy Swanson,579.0
All the Pretty Horses,Matt Damon,13000.0,Henry Thomas,861.0,Sam Shepard,820.0
Nixon,Anthony Hopkins,12000.0,Bob Hoskins,5000.0,Joan Allen,805.0
The Ghost Writer,Jim Belushi,854.0,Olivia Williams,766.0,Timothy Hutton,501.0
Deep Rising,Djimon Hounsou,3000.0,Jason Flemyng,1000.0,Wes Studi,855.0
Miracle at St. Anna,Joseph Gordon-Levitt,23000.0,Omari Hardwick,1000.0,Laz Alonso,826.0
Curse of the Golden Flower,Li Gong,879.0,Ye Liu,52.0,Man Li,10.0
Bangkok Dangerous,Nicolas Cage,12000.0,Charlie Yeung,68.0,James With,61.0
Big Trouble,Zooey Deschanel,11000.0,Janeane Garofalo,1000.0,Omar Epps,865.0
Love in the Time of Cholera,Marcela Mar,267.0,Giovanna Mezzogiorno,202.0,Unax Ugalde,50.0
The Returned,Pierre Perrier,164.0,Clotilde Hesme,116.0,Céline Sallette,114.0
Shadow Conspiracy,Sam Waterston,849.0,Ben Gazzara,623.0,Nicholas Turturro,269.0
Johnny English Reborn,Daniel Kaluuya,219.0,Tim McInnerny,141.0,Togo Igawa,104.0
Foodfight!,Jerry Stiller,719.0,Larry Miller,611.0,Harvey Fierstein,500.0
Argo,Clea DuVall,1000.0,Scoot McNairy,660.0,Tate Donovan,650.0
The Fugitive,Harrison Ford,11000.0,Daniel Roebuck,1000.0,Sela Ward,812.0
The Bounty Hunter,Gerard Butler,18000.0,Dorian Missick,1000.0,Peter Greene,789.0
Sleepers,Robert De Niro,22000.0,Brad Pitt,11000.0,Minnie Driver,893.0
Rambo: First Blood Part II,Sylvester Stallone,13000.0,Julia Nickson,738.0,Martin Kove,668.0
The Juror,Joseph Gordon-Levitt,23000.0,Demi Moore,2000.0,Anne Heche,643.0
Pinocchio,Mel Blanc,1000.0,Dickie Jones,48.0,Cliff Edwards,40.0
Heaven's Gate,Jeff Bridges,12000.0,Sam Waterston,849.0,Isabelle Huppert,678.0
Underworld: Evolution,Sophia Myles,956.0,Tony Curran,845.0,Derek Jacobi,520.0
Victor Frankenstein,Daniel Radcliffe,11000.0,Spencer Wilding,1000.0,Daniel Mays,287.0
Finding Forrester,F. Murray Abraham,670.0,Rob Brown,370.0,Michael Nouri,225.0
28 Days,Steve Buscemi,12000.0,Viggo Mortensen,10000.0,Elizabeth Perkins,664.0
Unleashed,Morgan Freeman,11000.0,Jet Li,5000.0,Bob Hoskins,5000.0
The Sweetest Thing,Judith Chapman,44.0,Lillian Adams,28.0,Chelsea Bond,16.0
The Firm,Tom Cruise,10000.0,Holly Hunter,1000.0,Wilford Brimley,957.0
Charlie St. Cloud,Augustus Prew,405.0,Charlie Tahan,268.0,Valerie Tian,135.0
The Mechanic,Jason Statham,26000.0,Tony Goldwyn,956.0,Mini Anden,350.0
21 Jump Street,Channing Tatum,17000.0,Dax Flame,971.0,Rob Riggle,839.0
Notting Hill,Julia Roberts,8000.0,Clarke Peters,437.0,Dylan Moran,427.0
Chicken Run,Imelda Staunton,579.0,Miranda Richardson,530.0,Julia Sawalha,206.0
Along Came Polly,Philip Seymour Hoffman,22000.0,Masi Oka,923.0,Debra Messing,650.0
Boomerang,John Witherspoon,723.0,Eartha Kitt,558.0,Geoffrey Holder,547.0
The Heat,Michael Rapaport,975.0,William Xifaras,815.0,Demián Bichir,749.0
Cleopatra,Martin Landau,940.0,Richard Burton,726.0,Roddy McDowall,595.0
Here Comes the Boom,Salma Hayek,4000.0,Reggie Lee,828.0,Charice,491.0
High Crimes,Morgan Freeman,11000.0,Adam Scott,3000.0,Bruce Davison,505.0
The Mirror Has Two Faces,Jeff Bridges,12000.0,Austin Pendleton,592.0,Mimi Rogers,292.0
The Mothman Prophecies,Debra Messing,650.0,Will Patton,537.0,David Eigenberg,395.0
Brüno,Bono,468.0,Elton John,442.0,Slash,412.0
Licence to Kill,Robert Davi,683.0,Talisa Soto,349.0,Anthony Zerbe,275.0
Red Riding Hood,Gary Oldman,10000.0,Billy Burke,2000.0,Virginia Madsen,913.0
15 Minutes,Robert De Niro,22000.0,Charlize Theron,9000.0,Kelsey Grammer,808.0
Super Mario Bros.,Bob Hoskins,5000.0,Fisher Stevens,922.0,Fiona Shaw,687.0
Lord of War,Nicolas Cage,12000.0,Jeremy Crutchley,43.0,Jared Burke,16.0
Hero,Jet Li,5000.0,Tony Chiu Wai Leung,643.0,Maggie Cheung,576.0
One for the Money,Fisher Stevens,922.0,Debbie Reynolds,786.0,Patrick Fischler,497.0
The Interview,James Franco,11000.0,Randall Park,392.0,Anders Holm,365.0
The Warrior's Way,Tony Cox,624.0,Dong-gun Jang,489.0,Jed Brophy,433.0
McHale's Navy,Tim Conway,870.0,Gavin MacLeod,284.0,Bob Hastings,253.0
Micmacs,Omar Sy,1000.0,Dany Boon,172.0,André Dussollier,52.0
8 Mile,Mekhi Phifer,1000.0,Omar Benson Miller,418.0,Evan Jones,196.0
Animal Kingdom: Let's go Ape,Jamel Debbouze,326.0,Youssef Hajdi,152.0,Mélissa Theuriau,6.0
A Knight's Tale,Heath Ledger,13000.0,Rufus Sewell,3000.0,Bérénice Bejo,996.0
The Medallion,Julian Sands,687.0,Lee Evans,312.0,Anthony Chau-Sang Wong,96.0
The Sixth Sense,Bruce Willis,13000.0,Haley Joel Osment,3000.0,Olivia Williams,766.0
Man on a Ledge,Robert Clohessy,107.0,Mandy Gonzalez,81.0,J. Smith-Cameron,54.0
The Big Year,Joel McHale,734.0,Kevin Pollak,574.0,JoBeth Williams,296.0
The Karate Kid,Martin Kove,668.0,William Zabka,641.0,William Bassett,225.0
American Hustle,Jennifer Lawrence,34000.0,Christian Bale,23000.0,Bradley Cooper,14000.0
The Proposal,Ryan Reynolds,16000.0,Denis O'Hare,896.0,Craig T. Nelson,723.0
Double Jeopardy,Bruce Greenwood,984.0,Annabeth Gish,489.0,Bruce Campbell,298.0
Back to the Future Part II,Lea Thompson,1000.0,Jeffrey Weissman,869.0,Thomas F. Wilson,690.0
Lucy,Scarlett Johansson,19000.0,Morgan Freeman,11000.0,Amr Waked,903.0
Fifty Shades of Grey,Jennifer Ehle,1000.0,Luke Grimes,935.0,Callum Rennie,716.0
Spy Kids 3-D: Game Over,Sylvester Stallone,13000.0,Salma Hayek,4000.0,Alexa PenaVega,2000.0
A Time to Kill,Kevin Spacey,18000.0,Matthew McConaughey,11000.0,Oliver Platt,1000.0
Cheaper by the Dozen,Tom Welling,3000.0,Alyson Stoner,2000.0,Bonnie Hunt,597.0
Lone Survivor,Jerry Ferrara,480.0,Scott Elrod,449.0,Dan Bilzerian,127.0
A League of Their Own,Tom Hanks,15000.0,Lori Petty,923.0,Rosie O'Donnell,251.0
The Conjuring 2,Javier Botet,1000.0,Frances O'Connor,575.0,Robin Atkin Downes,336.0
The Social Network,Andrew Garfield,10000.0,Dustin Fitzsimons,349.0,Marcella Lentz-Pope,81.0
He's Just Not That Into You,Carmen Perez,97.0,Sabrina Revelle,50.0,Sachiko Ishida,49.0
Scary Movie 4,Beau Mirchoff,2000.0,Carmen Electra,869.0,Regina Hall,807.0
Scream 3,Kelly Rutherford,287.0,Roger Jackson,157.0,Nancy O'Dell,71.0
Back to the Future Part III,Lea Thompson,1000.0,Jeffrey Weissman,869.0,Thomas F. Wilson,690.0
Get Hard,Will Ferrell,8000.0,Alison Brie,2000.0,Craig T. Nelson,723.0
Bram Stoker's Dracula,Keanu Reeves,18000.0,Anthony Hopkins,12000.0,Gary Oldman,10000.0
Julie & Julia,Meryl Streep,11000.0,Mary Lynn Rajskub,935.0,Vanessa Ferlito,923.0
42,Harrison Ford,11000.0,Christopher Meloni,3000.0,Nicole Beharie,898.0
The Talented Mr. Ripley,Philip Seymour Hoffman,22000.0,Matt Damon,13000.0,Jack Davenport,1000.0
Dumb and Dumber To,Bill Murray,13000.0,Kathleen Turner,899.0,Rob Riggle,839.0
Eight Below,Paul Walker,23000.0,Bruce Greenwood,984.0,Wendy Crewson,249.0
The Intern,Robert De Niro,22000.0,Anne Hathaway,11000.0,Rene Russo,808.0
Ride Along 2,Olivia Munn,2000.0,Nadine Velazquez,874.0,Bruce McGill,655.0
The Last of the Mohicans,Wes Studi,855.0,Terry Kinney,363.0,Eric Schweig,322.0
Ray,Bokeem Woodbine,904.0,Curtis Armstrong,876.0,Harry Lennix,748.0
Sin City,Rosario Dawson,3000.0,Powers Boothe,472.0,Jason Douglas,175.0
Vantage Point,Dennis Quaid,2000.0,Edgar Ramírez,897.0,William Hurt,882.0
"I Love You, Man",J.K. Simmons,24000.0,Jon Favreau,4000.0,Jane Curtin,257.0
Shallow Hal,Jason Alexander,700.0,Bruce McGill,655.0,Susan Ward,398.0
JFK,Sally Kirkland,433.0,Jay O. Sanders,256.0,Cheryl Penland,4.0
Big Momma's House 2,Chloë Grace Moretz,17000.0,Nia Long,826.0,Marisol Nichols,633.0
The Mexican,J.K. Simmons,24000.0,Brad Pitt,11000.0,Julia Roberts,8000.0
17 Again,Matthew Perry,2000.0,Hunter Parrish,2000.0,Thomas Lennon,651.0
The Other Woman,Don Johnson,982.0,Kate Upton,971.0,David Thornton,119.0
The Final Destination,Krista Allen,164000.0,Andrew Fiscella,137000.0,Shantel VanSanten,748.0
Bridge of Spies,Tom Hanks,15000.0,Mark Rylance,535.0,Amy Ryan,423.0
Behind Enemy Lines,Joaquim de Almeida,578.0,David Keith,563.0,Sam Jaeger,389.0
Get Him to the Greek,Pink,836.0,Mario Lopez,719.0,Lino Facioli,177.0
Shall We Dance,Lisa Ann Walter,1000.0,Nick Cannon,593.0,Omar Benson Miller,418.0
Small Soldiers,Kirsten Dunst,4000.0,Denis Leary,835.0,Robert Picardo,823.0
Spawn,Michael Jai White,2000.0,Frank Welker,2000.0,Miko Hughes,968.0
The Count of Monte Cristo,Henry Cavill,15000.0,James Frain,1000.0,Michael Wincott,720.0
The Lincoln Lawyer,Matthew McConaughey,11000.0,Margarita Levieva,980.0,Frances Fisher,638.0
Unknown,Liam Neeson,14000.0,Frank Langella,903.0,Aidan Quinn,767.0
The Prestige,Christian Bale,23000.0,Hugh Jackman,20000.0,Scarlett Johansson,19000.0
Horrible Bosses 2,Kevin Spacey,18000.0,Christoph Waltz,11000.0,Lindsay Sloane,465.0
Escape from Planet Earth,Brendan Fraser,3000.0,Paul Scheer,190.0,Jonathan Morgan Heit,91.0
Apocalypto,Rudy Youngblood,708.0,Dalia Hernández,78.0,Jonathan Brewer,19.0
The Living Daylights,Joe Don Baker,387.0,Desmond Llewelyn,244.0,Art Malik,162.0
Predators,Topher Grace,2000.0,Alice Braga,1000.0,Derek Mears,520.0
Legal Eagles,Brian Dennehy,954.0,Debra Winger,568.0,Roscoe Lee Browne,204.0
Secret Window,Johnny Depp,40000.0,Charles S. Dutton,534.0,Timothy Hutton,501.0
The Lake House,Keanu Reeves,18000.0,Dylan Walsh,426.0,Ebon Moss-Bachrach,211.0
The Skeleton Key,Gena Rowlands,545.0,Deneen Tyler,351.0,Joy Bryant,280.0
The Odd Life of Timothy Green,Jennifer Garner,3000.0,Odeya Rush,2000.0,Common,988.0
Made of Honor,Busy Philipps,1000.0,Beau Garrett,689.0,Kevin Sussman,681.0
Jersey Boys,Johnny Cannizzaro,880.0,Steve Schirripa,413.0,Scott Vance,235.0
The Rainmaker,Matt Damon,13000.0,Dean Stockwell,936.0,Virginia Madsen,913.0
Gothika,Robert Downey Jr.,21000.0,Charles S. Dutton,534.0,Bernard Hill,416.0
Amistad,Anthony Hopkins,12000.0,Morgan Freeman,11000.0,Matthew McConaughey,11000.0
Medicine Man,Lorraine Bracco,472.0,José Wilker,47.0,Sean Connery,0.0
Aliens vs. Predator: Requiem,Sam Trammell,1000.0,Johnny Lewis,741.0,Ian Whyte,473.0
Ri¢hie Ri¢h,Macaulay Culkin,3000.0,John Larroquette,450.0,Jonathan Hyde,287.0
Autumn in New York,J.K. Simmons,24000.0,Sam Trammell,1000.0,Elaine Stritch,586.0
Music and Lyrics,Brad Garrett,799.0,Scott Porter,690.0,Haley Bennett,664.0
Paul,Bobby Lee,176.0,Nelson Ascencio,61.0,Jeremy Owen,57.0
The Guilt Trip,Miriam Margolyes,405.0,Tom Virtue,358.0,Julene Renee,78.0
Scream 4,Alison Brie,2000.0,Aimee Teegarden,741.0,Shenae Grimes-Beech,687.0
8MM,Nicolas Cage,12000.0,Chris Bauer,638.0,Anthony Heald,173.0
The Doors,Michael Wincott,720.0,Kevin Dillon,576.0,Kathleen Quinlan,552.0
Sex Tape,James Wilcox,683.0,Randall Park,392.0,Nat Faxon,214.0
Hanging Up,Adam Arkin,374.0,Celia Weston,258.0,Jesse James,235.0
Final Destination 5,Emma Bell,703.0,Jacqueline MacInnes Wood,682.0,Courtney B. Vance,495.0
Mickey Blue Eyes,Jeanne Tripplehorn,711.0,Burt Young,683.0,Vincent Pastore,584.0
Pay It Forward,Kevin Spacey,18000.0,Haley Joel Osment,3000.0,Angie Dickinson,754.0
Fever Pitch,Jimmy Fallon,787.0,KaDee Strickland,299.0,Ione Skye,223.0
Arthur,Bruce Dinsmore,51.0,Melissa Altro,21.0,Daniel Brochu,12.0
Drillbit Taylor,Lisa Ann Walter,1000.0,Shaun Weiss,613.0,Matt Walsh,490.0
A Million Ways to Die in the West,Liam Neeson,14000.0,Charlize Theron,9000.0,Seth MacFarlane,3000.0
The Shadow,Jonathan Winters,924.0,Peter Boyle,595.0,John Kapelos,510.0
Extremely Loud & Incredibly Close,Tom Hanks,15000.0,Thomas Horn,467.0,Stephen Henderson,64.0
Morning Glory,Noah Bean,293.0,Patti D'Arbanville,117.0,Vanessa Aspillaga,58.0
Get Rich or Die Tryin',50 Cent,1000.0,Bill Duke,1000.0,Marc John Jefferies,441.0
The Art of War,Michael Biehn,2000.0,Cary-Hiroyuki Tagawa,1000.0,Anne Archer,249.0
Rent,Rosario Dawson,3000.0,David Fine,1000.0,Jesse L. Martin,715.0
Bless the Child,Rufus Sewell,3000.0,Jimmy Smits,941.0,Angela Bettis,294.0
The Out-of-Towners,Oliver Hudson,607.0,Valerie Perri,322.0,Carlease Burke,210.0
The Island of Dr. Moreau,Marlon Brando,10000.0,Temuera Morrison,368.0,Marco Hofschneider,44.0
The Musketeer,Catherine Deneuve,964.0,Justin Chambers,931.0,Stephen Rea,327.0
The Other Boleyn Girl,Natalie Portman,20000.0,Scarlett Johansson,19000.0,Benedict Cumberbatch,19000.0
Sweet November,Keanu Reeves,18000.0,Charlize Theron,9000.0,Frank Langella,903.0
The Reaping,Stephen Rea,327.0,Andrea Frankle,253.0,William Ragsdale,135.0
Mean Streets,Robert De Niro,22000.0,David Carradine,926.0,David Proval,354.0
Renaissance Man,Ed Begley Jr.,783.0,Cliff Robertson,754.0,Lillo Brancato,353.0
Colombiana,Jordi Mollà,877.0,Callum Blue,738.0,Jesse Borrego,674.0
The Magic Sword: Quest for Camelot,Gary Oldman,10000.0,Jaleel White,908.0,Eric Idle,795.0
City by the Sea,Robert De Niro,22000.0,James Franco,11000.0,John Doman,616.0
At First Sight,Mira Sorvino,978.0,Nathan Lane,886.0,Steven Weber,685.0
Torque,Dane Cook,1000.0,Jay Hernandez,1000.0,Christina Milian,1000.0
